#ID	IMAGE	X-Y-Z	NAME
706	0	1x1x1	Outer Corner Tiling [Blue]
707	0	1x1x1	Inner Corner Tiling [White]
708	0	1x1x1	Inner Corner Tiling [Black]
709	0	1x1x1	Inner Corner Tiling [Purple]
710	0	1x1x1	Inner Corner Tiling [Pink]
711	0	1x1x1	Inner Corner Tiling [Red]
712	0	1x1x1	Inner Corner Tiling [Green]
713	0	1x1x1	Inner Corner Tiling [Yellow]
714	0	1x1x1	Inner Corner Tiling [Blue]
715	0	1x1x1	Tiled Window [White]
716	0	1x1x1	Tiled Window [Black]
717	0	1x1x1	Tiled Window [Purple]
718	0	1x1x1	Tiled Window [Pink]
719	0	1x1x1	Tiled Window [Red]
720	0	1x1x1	Tiled Window [Green]
721	0	1x1x1	Tiled Window [Yellow]
722	0	1x1x1	Tiled Window [Blue]
723	0	2x2x1	Magic Door [White]
724	0	2x2x1	Magic Door [Black]
725	0	2x2x1	Magic Door [Purple]
726	0	2x2x1	Magic Door [Pink]
727	0	2x2x1	Magic Door [Red]
728	0	2x2x1	Magic Door [Green]
729	0	2x2x1	Magic Door [Yellow]
730	0	2x2x1	Magic Door [Blue]
731	0	1x1x1	Big Table [White]
732	0	1x1x1	Big Table [Black]
733	0	1x1x1	Big Table [Purple]
734	0	1x1x1	Big Table [Pink]
735	0	1x1x1	Big Table [Red]
736	0	1x1x1	Big Table [Green]
737	0	1x1x1	Big Table [Yellow]
738	0	1x1x1	Big Table [Blue]
739	0	1x1x1	Dining Table [White]
740	0	1x1x1	Dining Table [Black]
741	0	1x1x1	Dining Table [Purple]
742	0	1x1x1	Dining Table [Pink]
743	0	1x1x1	Dining Table [Red]
744	0	1x1x1	Dining Table [Green]
745	0	1x1x1	Dining Table [Yellow]
746	0	1x1x1	Dining Table [Blue]
747	0	1x1x1	Wooden Stool [White]
748	0	1x1x1	Wooden Stool [Black]
749	0	1x1x1	Wooden Stool [Purple]
750	0	1x1x1	Wooden Stool [Pink]
751	0	1x1x1	Wooden Stool [Red]
752	0	1x1x1	Wooden Stool [Green]
753	0	1x1x1	Wooden Stool [Yellow]
754	0	1x1x1	Wooden Stool [Blue]
755	0	1x1x1	Comfy Stool [White]
756	0	1x1x1	Comfy Stool [Black]
757	0	1x1x1	Comfy Stool [Purple]
758	0	1x1x1	Comfy Stool [Pink]
759	0	1x1x1	Comfy Stool [Red]
760	0	1x1x1	Comfy Stool [Green]
761	0	1x1x1	Comfy Stool [Yellow]
762	0	1x1x1	Comfy Stool [Blue]
763	0	1x1x1	Decorative Drapery [White]
764	0	1x1x1	Decorative Drapery [Black]
765	0	4x1x1	Decorative Drapery [Purple]
766	0	4x1x1	Decorative Drapery [Pink]
767	0	4x1x1	Decorative Drapery [Red]
768	0	4x1x1	Decorative Drapery [Green]
769	0	4x1x1	Decorative Drapery [Yellow]
770	0	1x1x1	Decorative Drapery [Blue]
771	0	1x1x1	Rose [White]
772	0	1x1x1	Rose [Black]
773	0	1x1x1	Rose [Purple]
774	0	1x1x1	Rose [Pink]
775	0	1x1x1	Rose [Red]
776	0	1x1x1	Rose [Green]
777	0	1x1x1	Rose [Yellow]
778	0	1x1x1	Rose [Blue]
779	0	1x1x1	Curtain (open) [White]
780	0	1x1x1	Curtain (open) [Black]
781	0	1x1x1	Curtain (open) [Purple]
782	0	1x1x1	Curtain (open) [Pink]
783	0	1x1x1	Curtain (open) [Red]
784	0	1x1x1	Curtain (open) [Green]
785	0	1x1x1	Curtain (open) [Yellow]
786	0	1x1x1	Curtain (open) [Blue]
787	0	1x2x1	Curtain (tied) [White]
788	0	1x2x1	Curtain (tied) [Black]
789	0	1x2x1	Curtain (tied) [Purple]
790	0	1x2x1	Curtain (tied) [Pink]
791	0	1x2x1	Curtain (tied) [Red]
792	0	1x2x1	Curtain (tied) [Green]
793	0	1x2x1	Curtain (tied) [Yellow]
794	0	1x2x1	Curtain (tied) [Blue]
795	0	1x1x1	¿Coralily
796	0	1x1x1	Daffodaisy
797	0	1x1x1	¿Milkblossom
798	0	1x1x1	0
799	0	1x1x1	0
800	800	1x1x1	Classical Column Capital
801	0	1x7x2	¿Deitree
802	0	1x1x1	¿Deitree
803	803	1x1x1	¿Deitree Blue
804	804	1x2x2	Basic Bathtub
805	0	1x1x1	0
806	0	1x1x1	0
807	0	1x1x1	¿Deitree
808	808	1x1x1	Tinting Tun
809	809	3x1x3	Grand Piano
810	0	1x1x1	0
811	0	1x1x1	0
812	0	1x1x1	0
813	813	1x1x1	Blackbell
814	814	1x1x1	Purplotus
815	815	1x1x1	Scarletulip
816	816	1x1x1	Emeraldahlia
817	817	1x1x1	Ultramarose
818	0	1x1x1	0
819	0	1x1x1	0
820	0	1x1x1	Big Rock
821	0	1x1x1	Big Plumberry Tree
822	0	1x1x1	0
823	823	1x1x1	Simple Door
824	0	2x1x1	Picket Gate
825	825	1x1x1	Saloon Door
826	826	1x1x1	Cocktail Shaker
827	827	2x1x1	Keg Counter
828	828	1x1x1	Lantern
829	829	1x1x1	¿Activator
830	830	1x1x1	Crash Cart
831	831	1x1x1	Metal Minecart
832	0	1x1x1	¿Ball
833	0	1x1x1	0
834	0	1x1x1	0
835	0	1x1x1	¿Null
836	836	1x1x1	Basic Bridge
837	0	1x1x1	0
838	0	1x1x1	0
839	0	1x1x1	¿Deitree Planter
840	0	1x1x1	Drapery Door [White]
841	0	1x1x1	Drapery Door [Black]
842	0	1x1x1	Drapery Door [Purple]
843	0	1x1x1	Drapery Door [Pink]
844	0	2x2x1	Drapery Door [Red]
845	0	2x2x1	Drapery Door [Green]
846	0	2x2x1	Drapery Door [Yellow]
847	0	2x2x1	Drapery Door [Blue]
848	0	1x1x1	Wall Hanging [White]
849	0	1x1x1	Wall Hanging [Black]
850	0	1x1x1	Wall Hanging [Purple]
851	0	1x1x1	Wall Hanging [Pink]
852	0	1x1x1	Wall Hanging [Red]
853	0	1x1x1	Wall Hanging [Green]
854	0	1x1x1	Wall Hanging [Yellow]
855	0	1x1x1	Wall Hanging [Blue]
856	0	3x2x2	Comfy Sofa [White]
857	0	3x2x2	Comfy Sofa [Black]
858	0	3x2x2	Comfy Sofa [Purple]
859	0	3x2x2	Comfy Sofa [Pink]
860	0	3x2x2	Comfy Sofa [Red]
861	0	3x2x2	Comfy Sofa [Green]
862	0	3x2x2	Comfy Sofa [Yellow]
863	0	3x2x2	Comfy Sofa [Blue]
864	0	1x1x1	Bunting [White]
865	0	1x1x1	Bunting [Black]
866	0	1x1x1	Bunting [Purple]
867	0	1x1x1	Bunting [Pink]
868	0	1x1x1	Bunting [Red]
869	0	1x1x1	Bunting [Green]
870	0	1x1x1	Bunting [Yellow]
871	0	1x1x1	Bunting [Blue]
872	0	1x1x1	Awning [White]
873	0	1x1x1	Awning [Black]
874	0	1x1x1	Awning [Purple]
875	0	1x1x1	Awning [Pink]
876	0	1x1x1	Awning [Red]
877	0	1x1x1	Awning [Green]
878	0	1x1x1	Awning [Yellow]
879	0	1x1x1	Awning [Blue]
880	0	1x1x1	Diagonal Fencing [White]
881	0	1x1x1	Diagonal Fencing [Black]
882	0	1x1x1	Diagonal Fencing [Purple]
883	0	1x1x1	Diagonal Fencing [Pink]
884	0	1x1x1	Diagonal Fencing [Red]
885	0	1x1x1	Diagonal Fencing [Green]
886	0	1x1x1	Diagonal Fencing [Yellow]
887	0	1x1x1	Diagonal Fencing [Blue]
888	0	1x1x1	Sunbrella [White]
889	0	1x1x1	Sunbrella [Black]
890	0	1x1x1	Sunbrella [Purple]
891	0	1x1x1	Sunbrella [Pink]
892	0	1x1x1	Sunbrella [Red]
893	0	1x1x1	Sunbrella [Green]
894	0	1x1x1	Sunbrella [Yellow]
895	0	1x1x1	Sunbrella [Blue]
896	0	1x1x1	Deckchair [White]
897	0	1x1x1	Deckchair [Black]
898	0	1x1x1	Deckchair [Purple]
899	0	1x1x1	Deckchair [Pink]
900	0	1x1x1	Deckchair [Red]
901	0	1x1x1	Deckchair [Green]
902	0	1x1x1	Deckchair [Yellow]
903	0	1x1x1	Deckchair [Blue]
904	0	1x1x1	Comfy Cushion [White]
905	0	1x1x1	Comfy Cushion [Black]
906	0	1x1x1	Comfy Cushion [Purple]
907	0	1x1x1	Comfy Cushion [Pink]
908	0	1x1x1	Comfy Cushion [Red]
909	0	1x1x1	Comfy Cushion [Green]
910	0	1x1x1	Comfy Cushion [Yellow]
911	0	1x1x1	Comfy Cushion [Blue]
912	0	1x1x1	Wooden Gate [White]
913	0	1x1x1	Wooden Gate [Black]
914	0	1x1x1	Wooden Gate [Purple]
915	0	1x1x1	Wooden Gate [Pink]
916	0	1x1x1	Wooden Gate [Red]
917	0	1x1x1	Wooden Gate [Green]
918	0	1x1x1	Wooden Gate [Yellow]
919	0	1x1x1	Wooden Gate [Blue]
920	0	1x1x1	Small Table [White]
921	0	1x1x1	Small Table [Black]
922	0	1x1x1	Small Table [Purple]
923	0	1x1x1	Small Table [Pink]
924	0	1x1x1	Small Table [Red]
925	0	1x1x1	Small Table [Green]
926	0	1x1x1	Small Table [Yellow]
927	0	1x1x1	Small Table [Blue]
928	928	1x1x1	Nameplate
929	0	1x1x1	¿Minimedal
930	930	2x1x1	Wooden Doormat
931	931	2x1x1	Stone Doormat
932	932	1x1x1	Coral
933	933	1x1x1	Colossal Coral
934	934	1x1x1	¿Activator
935	935	1x1x1	¿Activator
936	0	2x1x2	King-Sized Bed [White]
937	0	2x1x2	King-Sized Bed [Black]
938	0	2x1x2	King-Sized Bed [Purple]
939	0	2x1x2	King-Sized Bed [Pink]
940	0	2x1x2	King-Sized Bed [Red]
941	0	2x1x2	King-Sized Bed [Green]
942	0	2x1x2	King-Sized Bed [Yellow]
943	0	2x1x2	King-Sized Bed [Blue]
944	0	1x1x1	Small-Scale Soldier [White]
945	0	1x1x1	Small-Scale Soldier [Black]
946	0	1x1x1	Small-Scale Soldier [Purple]
947	0	1x1x1	Small-Scale Soldier [Pink]
948	0	1x1x1	Small-Scale Soldier [Red]
949	0	1x1x1	Small-Scale Soldier [Green]
950	0	1x1x1	Small-Scale Soldier [Yellow]
951	0	1x1x1	Small-Scale Soldier [Blue]
952	0	1x1x1	Wooden Steps [White]
953	0	1x1x1	Wooden Steps [Black]
954	0	1x1x1	Wooden Steps [Purple]
955	0	1x1x1	Wooden Steps [Pink]
956	0	1x1x1	Wooden Steps [Red]
957	0	1x1x1	Wooden Steps [Green]
958	0	1x1x1	Wooden Steps [Yellow]
959	0	1x1x1	Wooden Steps [Blue]
960	0	1x1x1	0
961	0	1x1x1	0
962	0	1x1x1	0
963	0	1x1x1	0
964	0	1x1x1	0
965	965	2x2x2	Burning Rock
966	0	1x1x1	0
967	0	1x1x4	¿Null
968	0	1x3x1	¿Null
969	0	1x3x3	¿Null
970	0	5x3x7	¿Null
971	0	5x2x3	¿Null
972	0	1x3x1	¿Null
973	0	1x1x1	¿Null
974	0	4x2x1	¿Null
975	0	1x1x1	¿Null
976	0	1x6x1	¿Null
977	0	2x9x1	¿Null
978	0	1x1x8	¿Null
979	0	1x1x1	0
980	0	1x1x2	¿Null
981	0	3x2x1	¿Null
982	0	2x2x1	Cell Doors
983	0	1x1x1	Simple Doors
984	984	1x2x1	¿bag
985	0	1x1x1	Big Palm Tree
986	0	1x1x1	Cotton Plant
987	0	1x1x1	Fibrous Fern
988	988	1x1x1	¿deitree bulb
989	0	1x1x1	¿Null
990	0	1x1x1	0
991	991	1x3x1	Sluice Gate
992	992	1x1x1	Siltstone Column Capital
993	993	1x1x1	Siltstone Column Midsection
994	994	1x1x1	Siltstone Column Pedestal
995	0	1x1x1	0
996	0	1x1x1	0
997	0	1x1x1	0
998	998	1x1x1	Golden Brazier
999	0	1x1x1	0
1000	1000	1x1x1	Stone Handrail
1001	1001	1x1x1	Wooden Handrail
1002	1002	2x1x2	¿Wooden Workbench
1003	1003	1x1x1	Smashing Sign
1004	0	1x1x1	Slime Balloons
1005	0	1x1x1	¿deitree bulb
1006	1006	1x1x1	Sideways-Pointing Puller
1007	1007	1x1x1	Upwards-Pointing Puller
1008	1008	1x1x1	Downwards-Pointing Puller
1009	0	1x1x1	0
1010	0	1x1x1	0
1011	1011	1x1x1	First Aid Kit
1012	1012	1x1x1	¿Banana Peel
1013	0	1x1x1	0
1014	1014	1x1x1	Helm
1015	1015	1x1x1	Slime Light
1016	1016	1x1x1	King Slime Light
1017	1017	1x1x1	Slimy Eye
1018	1018	1x1x1	Slimy Mouth
1019	1019	1x1x1	¿Teleportal
1020	1020	1x8x1	Big Snowy Cedar Tree
1021	1021	1x1x1	Sideways-Pointing Pusher
1022	1022	1x1x1	Upwards-Pointing Pusher
1023	1023	1x1x1	Downwards-Pointing Pusher
1024	0	1x1x1	0
1025	1025	1x2x1	Dartboard
1026	0	1x1x1	¿Null
1027	0	1x1x1	¿Null
1028	0	1x1x1	0
1029	0	1x1x1	0
1030	0	1x1x1	0
1031	0	1x1x1	0
1032	0	1x1x1	0
1033	1033	1x1x2	Deckchair
1034	0	1x1x1	0
1035	0	1x1x1	Tattered Standard
1036	0	1x1x1	0
1037	1037	1x3x1	Banner of Hargon
1038	0	1x1x1	0
1039	0	1x1x1	0
1040	0	1x1x1	0
1041	0	1x1x1	0
1042	1042	1x1x1	Incense Burner
1043	1043	1x3x1	Zap Trap
1044	1044	1x1x1	Zoompoline
1045	1045	1x6x1	Silver Birch Tree
1046	0	1x1x1	0
1047	0	1x1x1	0
1048	0	1x1x1	Scarecrow
1049	0	1x1x1	0
1050	0	1x1x1	0
1051	0	1x1x1	Simple Supper Set [White]
1052	0	1x1x1	Simple Supper Set [Black]
1053	0	1x1x1	Simple Supper Set [Purple]
1054	0	1x1x1	Simple Supper Set [Pink]
1055	0	1x1x1	Simple Supper Set [Red]
1056	0	1x1x1	Simple Supper Set [Green]
1057	0	1x1x1	Simple Supper Set [Yellow]
1058	0	1x1x1	Simple Supper Set [Blue]
1059	0	1x1x1	¿Null
1060	0	1x1x1	¿Pink bulb
1061	0	1x1x1	0
1062	1062	1x3x1	Sunbrella
1063	1063	1x1x1	Connecting Couch Left
1064	0	1x1x1	Connecting Couch Midsection
1065	0	1x1x1	Connecting Couch Right
1066	0	1x1x1	Connecting Couch Corner
1067	0	1x1x1	Woöden Lampe [White]
1068	0	1x1x1	Woöden Lampe [Black]
1069	0	1x1x1	Woöden Lampe [Purple]
1070	0	1x1x1	Woöden Lampe [Pink]
1071	0	1x1x1	Woöden Lampe [Red]
1072	0	1x1x1	Woöden Lampe [Green]
1073	0	1x1x1	Woöden Lampe [Yellow]
1074	0	1x1x1	Woöden Lampe [Blue]
1075	0	2x2x2	¿Stone Workbench
1076	0	1x1x1	0
1077	0	1x1x1	0
1078	0	1x1x1	¿deitree bulb
1079	1079	1x1x1	Rose Leaves
1080	1080	1x1x1	Rose
1081	1081	1x1x1	Blossoming Shrub
1082	1082	1x1x1	Oversized Shrub
1083	1083	1x1x1	Reeds
1084	1084	1x1x1	Big Bramble
1085	1085	1x1x1	Bramble
1086	1086	2x1x2	Animal Bones
1087	1087	1x5x1	Coneconut Tree
1088	1088	1x2x1	Fiddleheads
1089	1089	1x1x1	Glowdrop
1090	1090	2x2x3	Blocky Branch
1091	1091	1x1x1	Blocky Buttress Root
1092	1092	1x1x1	Blocky Root
1093	1093	1x1x1	Acorn
1094	1094	1x1x1	Splashing Stone
1095	1095	1x1x1	Horizontal Log
1096	1096	1x1x1	Vertical Log
1097	1097	1x1x1	Log Wall Corner
1098	0	1x1x1	Vertical Log
1099	1099	1x1x1	Flat Wooden Roofing
1100	1100	1x1x1	Column Crown
1101	1101	2x2x1	Rustic Door
1102	1102	2x1x1	Drapery Door
1103	1103	1x1x1	Brick Border
1104	0	1x1x1	0
1105	1105	1x1x1	Plank Pathway
1106	0	1x1x1	0
1107	1107	1x1x1	Stepping Stones
1108	1108	1x1x1	Corner Stones
1109	1109	1x1x1	Ceramic Sconce
1110	1110	4x1x1	Wall Hanging
1111	1111	1x2x1	Framed Foliage
1112	1112	1x1x1	Bunting
1113	1113	1x1x1	Cloth Sacks
1114	1114	1x1x1	Rustic Desk
1115	1115	1x1x2	Rustic Bed
1116	1116	1x1x1	Coffer
1117	1117	1x1x1	Planter
1118	0	1x1x1	Planter
1119	1119	1x1x1	Potage Pot
1120	1120	1x1x1	Medicinal Mortar
1121	1121	1x3x1	Swing
1122	1122	1x1x1	Firewood
1123	1123	1x1x1	Farming Tools
1124	1124	1x1x1	Sack of Wheat
1125	0	1x1x1	Haystack
1126	1126	1x1x1	Stackable Drackyma
1127	0	1x1x1	0
1128	0	1x1x1	0
1129	0	1x1x1	0
1130	1130	1x1x1	Pebbles
1131	1131	1x1x1	Splinters
1132	0	1x1x1	0
1133	1133	1x1x1	Magic Outcrop
1134	1134	1x1x2	Knight Oddments
1135	0	1x1x1	0
1136	0	1x1x1	0
1137	1137	1x1x1	Silver Birch Stump
1138	1138	1x1x1	Cannonball
1139	1139	1x1x1	Wooden Grating
1140	1140	1x1x1	Cell Wall
1141	1141	1x2x1	Swabbing Tools
1142	1142	1x1x1	Porthole
1143	0	1x1x1	0
1144	1144	1x1x1	¿Builder’s Workbench
1145	0	3x1x3	¿Builder’s Workbench
1146	0	1x1x1	¿Builder’s Workbench
1147	0	1x1x1	¿Wooden Workbench
1148	0	1x1x1	¿Stone Workbench
1149	0	1x1x1	0
1150	1150	2x2x2	Wizard’s Workbench
1151	0	1x1x1	¿Null
1152	0	1x1x1	¿Null
1153	0	1x1x1	Terraforma Tiles
1154	1154	1x1x1	Cactail
1155	1155	1x1x1	Silver Birch Sapling
1156	1156	1x1x1	Silver Birch Tree
1157	1157	1x1x1	Big Silver Birch Tree
1158	1158	1x1x1	Pitched Wooden Roofing
1159	1159	1x1x1	Wooden Outer Corner Roofing
1160	1160	1x1x1	Wooden Inner Corner Roofing
1161	1161	1x1x1	Wooden Roof Window
1162	1162	1x1x1	Wooden Roof Ridge
1163	0	1x1x1	¿Null
1164	0	1x1x1	¿Null
1165	0	1x1x1	¿Null
1166	0	1x1x1	0
1167	0	1x1x1	0
1168	0	1x1x1	¿Boat
1169	1169	1x1x1	¿Naviglobe
1170	0	1x1x1	0
1171	0	1x1x1	0
1172	0	1x1x1	0
1173	0	1x1x1	0
1174	1174	1x1x1	Clam Shell
1175	0	1x1x1	Plumberry Tree
1176	0	1x1x1	Plumberry Tree
1177	0	1x1x1	Plumberry Tree
1178	0	1x1x1	Plumberry Tree
1179	0	1x1x1	Plumberry Tree
1180	0	1x1x1	Plumberry Tree
1181	0	1x1x1	Plumberry Tree
1182	0	1x1x1	Plumberry Tree
1183	0	1x1x1	Plumberry Tree
1184	1184	1x1x1	Picture Frame
1185	0	1x1x1	Picture Frame
1186	0	1x1x1	Picture Frame
1187	0	1x1x1	Picture Frame
1188	0	1x1x1	Picture Frame
1189	0	1x1x1	Picture Frame
1190	0	1x1x1	Picture Frame
1191	0	1x1x1	Picture Frame
1192	0	1x1x1	Picture Frame
1193	0	1x1x1	Picture Frame
1194	0	1x1x1	¿Null
1195	0	1x1x1	¿Naviglobe
1196	0	1x1x1	¿Naviglobe
1197	0	1x1x1	¿Naviglobe
1198	0	1x1x1	¿Naviglobe
1199	0	1x1x1	¿Naviglobe
1200	0	1x1x1	¿Naviglobe
1201	0	1x1x1	¿Naviglobe
1202	0	1x1x1	¿Naviglobe
1203	0	1x1x1	¿Naviglobe
1204	0	1x1x1	¿Naviglobe
1205	0	1x1x1	¿Naviglobe
1206	0	1x1x1	¿Naviglobe
1207	0	1x1x1	¿Naviglobe
1208	0	1x1x1	¿Naviglobe
1209	0	1x1x1	¿Naviglobe
1210	0	1x1x1	¿Naviglobe
1211	0	1x1x1	¿Naviglobe
1212	0	1x1x1	¿Naviglobe
1213	0	1x1x1	¿Naviglobe
1214	0	1x1x1	¿Naviglobe
1215	0	1x1x1	¿Naviglobe
1216	0	1x1x1	¿Naviglobe
1217	0	1x1x1	¿Naviglobe
1218	0	1x1x1	¿Naviglobe
1219	0	1x1x1	¿Naviglobe
1220	0	1x1x1	¿Naviglobe
1221	0	1x1x1	¿Naviglobe
1222	0	1x1x1	¿Naviglobe
1223	0	1x1x1	¿Naviglobe
1224	0	1x1x1	¿Naviglobe
1225	0	1x1x1	¿Naviglobe
1226	0	1x1x1	¿Naviglobe
1227	0	1x1x1	¿Naviglobe
1228	0	1x1x1	¿Naviglobe
1229	0	1x1x1	¿Naviglobe
1230	0	1x1x1	¿Naviglobe
1231	0	1x1x1	¿Naviglobe
1232	0	1x1x1	¿Naviglobe
1233	0	1x1x1	¿Naviglobe
1234	0	1x1x1	0
1235	0	1x1x1	0
1236	0	2x2x1	Picture Frame
1237	0	1x1x1	0
1238	0	1x1x1	0
1239	0	1x1x1	0
1240	1240	1x1x1	Broken Vault Wall
1241	1241	1x1x1	Mud-Brick Wall Rubble
1242	0	1x1x1	0
1243	1243	1x1x1	Border Boulder
1244	1244	1x1x1	Big Border Boulder
1245	1245	1x1x1	Fun-Sized Fountain
1246	1246	1x1x1	Super Spouter
1247	1247	1x1x1	Iron Stanchion
1248	1248	1x1x1	Awning
1249	1249	1x1x1	Playing Cards
1250	1250	1x1x1	Carafe Collection
1251	1251	1x1x1	Full Flagon
1252	1252	1x1x1	Deep-Fried Feast
1253	1253	1x1x1	Fungusbord
1254	1254	1x1x1	Left Counter
1255	0	1x1x1	Midsection Counter
1256	0	1x1x1	Right Counter
1257	0	1x1x1	Corner Counter
1258	1258	1x1x1	Cooking Utensils
1259	1259	1x3x1	Shower
1260	1260	1x1x1	Stone Pot
1261	0	1x1x1	0
1262	1262	1x1x1	Wooden Toilet
1263	1263	4x2x1	Babs’s Billboard
1264	1264	1x1x1	Drum Kit
1265	1265	1x1x1	Cello
1266	1266	1x1x1	Price Tag
1267	1267	1x1x1	Fancy Signpost
1268	1268	3x1x1	Hexagonal Planter
1269	1269	1x1x1	Shelf
1270	0	1x1x1	0
1271	1271	1x2x1	Cupboard
1272	1272	1x1x1	Drawer
1273	0	1x1x1	0
1274	1274	1x1x1	Protective Planks
1275	1275	1x1x1	Mining Tools
1276	1276	1x1x1	¿Rockbomb
1277	1277	1x1x2	Earth Pile
1278	1278	3x1x2	Rock Pile
1279	0	1x1x1	0
1280	1280	1x1x1	Vineapple
1281	1281	1x1x1	Shineapple
1282	1282	1x1x1	Glumgus
1283	1283	1x1x1	Massive Mushroom Stem
1284	1284	1x1x1	Massive Mushroom Cap
1285	1285	3x1x2	Supermassive Mushroom Cap
1286	1286	1x1x1	Sizeable Stalagmite
1287	1287	1x1x1	Stalagmites
1288	1288	1x1x1	Adobe Window
1289	0	1x1x1	Iron Stanchion
1290	0	1x1x1	Iron Stanchion ·-
1291	0	1x1x1	Iron Stanchion -·-
1292	0	1x1x1	Beastly Burrow Broken
1293	0	1x1x1	¿Null
1294	0	2x1x2	Stickler’s Sifter
1295	0	1x1x1	¿Arrow
1296	0	1x1x1	Sconce
1297	0	1x1x1	Steel Doors
1298	0	1x1x1	0
1299	0	1x1x1	0
1300	1300	1x1x1	(Golden Lock)
1301	0	1x1x1	0
1302	1302	1x2x2	Firework Cannon
1303	0	1x1x1	0
1304	0	1x1x1	0
1305	1305	1x1x1	Sharpened Log
1306	0	1x1x1	Sharpened Log
1307	0	1x1x1	Pestilential Nest
1308	0	1x1x1	Pestilential Nest Broken
1309	0	1x1x1	0
1310	1310	1x1x1	Connecting Window
1311	0	1x1x1	Connecting Window
1312	0	1x1x1	Connecting Window
1313	0	1x1x1	Connecting Window
1314	0	1x1x1	Connecting Window
1315	0	1x1x1	Connecting Window
1316	0	1x1x1	Connecting Window
1317	0	1x1x1	Connecting Window
1318	0	1x1x1	Connecting Window
1319	0	1x1x1	Connecting Window
1320	0	1x1x1	Connecting Window
1321	0	1x1x1	Connecting Window
1322	0	1x1x1	Connecting Window
1323	0	1x1x1	Connecting Window
1324	0	1x1x1	Connecting Window
1325	0	1x1x1	0
1326	0	1x1x1	0
1327	0	1x1x2	¿Null
1328	1328	3x2x1	Hargon’s Standard
1329	1329	1x1x1	Big Bolt
1330	1330	1x1x1	Wooden Bracket
1331	0	1x1x1	0
1332	1332	2x1x2	Castle Corner Capital
1333	1333	2x1x2	Castle Corner Midsection
1334	1334	2x1x2	Castle Corner Foundation
1335	1335	4x4x4	Castle Belvedere
1336	1336	1x1x1	Large Castle Tile
1337	1337	1x1x1	Carpeted Steps Midsection
1338	1338	1x1x1	Carpeted Steps Left
1339	1339	1x1x1	Castle Column Pedestal
1340	1340	5x5x1	Portcullis
1341	1341	1x1x1	Castle Window Arch
1342	1342	1x1x1	Castle Window Midsection
1343	1343	1x1x1	Castle Window Sill
1344	1344	2x2x1	Castle Fanlight
1345	1345	1x1x1	Stage Curtain Left
1346	1346	1x1x1	Stage Curtain Right
1347	1347	4x3x1	Throne Room Door
1348	1348	1x1x1	Wall-Mounted Banner
1349	1349	1x1x1	Brass Bracket
1350	1350	1x1x1	Criss-Crossing Leadlight
1351	1351	1x1x1	Four-Square Leadlight
1352	1352	1x1x1	Plain-Pane Leadlight
1353	1353	1x1x1	Light Box
1354	1354	5x1x2	Royal Dining Table
1355	1355	2x3x1	Portrait of a Princess
1356	0	1x1x1	¿Wooden Pristine Workbench
1357	1357	1x1x1	Broken Castle Wall
1358	1358	3x3x2	Disfigured Throne
1359	1359	1x1x1	Broken Citadel Wall
1360	1360	1x1x1	Broken Stone Wall
1361	1361	1x1x1	Wooden Foundation
1362	1362	1x2x1	Target Dummy
1363	1363	1x1x2	Coffin
1364	1364	1x1x1	Crock Pot
1365	1365	1x1x1	Sponge Cake
1366	1366	3x1x1	Unholy Altar
1367	1367	1x1x1	Tainted Glass Arch
1368	1368	1x1x1	Tainted Glass Midsection
1369	1369	1x1x1	Tainted Glass Sill
1370	1370	1x1x1	Folding Screen
1371	1371	1x1x1	Crystal Ball
1372	1372	1x1x1	Comfy Cushion
1373	1373	1x1x1	Note
1374	1374	1x1x1	Book
1375	1375	1x1x1	Biblio-Pile
1376	1376	1x1x1	Small-Scale Soldier
1377	1377	1x1x1	Small-Scale Slime
1378	1378	1x1x1	Map
1379	1379	1x1x1	Emblematic Table
1380	1380	1x1x1	Floating Flower Petals
1381	1381	1x1x1	Spa Spout
1382	1382	1x1x1	Bathing Stool
1383	1383	1x1x1	Trampoline
1384	0	1x1x1	0
1385	0	1x1x1	0
1386	1386	1x1x1	Banner of Erdrick
1387	1387	1x3x1	Tattered Banner of Erdrick
1388	1388	1x1x1	Burnt Branch
1389	1389	1x1x1	Singed Shrub
1390	1390	1x2x1	Torched Tree
1391	0	1x1x1	0
1392	0	1x1x1	0
1393	0	1x1x1	0
1394	1394	1x1x1	False Idol
1395	1395	2x3x2	Guillotine
1396	1396	3x2x2	Hargon’s Throne
1397	1397	1x1x1	Pyramid Merlon
1398	1398	1x1x1	Citadel Creature Carving
1399	1399	1x1x1	Fiendish Face
1400	1400	1x3x1	Peculiar Pillar
1401	1401	5x4x2	Citadel Spear Symbol
1402	1402	3x3x1	Citadeñ Cross Carving
1403	1403	1x3x1	¿Minimedal
1404	1404	1x3x1	¿Minimedal
1405	0	1x1x1	0
1406	1406	1x1x1	¿Moon Sigil
1407	0	1x1x1	0
1408	1408	1x1x1	¿Water Sigil
1409	1409	1x1x1	¿Star Sigil
1410	1410	3x1x3	¿Hammer Icon
1411	0	1x1x1	Wooden Door
1412	0	1x1x1	Pot
1413	0	1x1x1	0
1414	0	1x1x1	Colossal Coffer
1415	0	1x1x1	Grandfather Clock
1416	0	1x1x1	Filter Fountain
1417	0	1x1x1	¿Tattered Banner of Erdrick
1418	1418	1x1x1	Salutation Station
1419	0	1x1x1	Connecting Counter
1420	0	1x1x1	Long-Stemmed Rose [White]
1421	0	1x1x1	Long-Stemmed Rose [Black]
